base_scenario,islands_num,migration,migration_batch,migration_freq,probCXcrossover,probMutateInverse,probMutateShift,probMutateSwap,probNothing,probOXcrossover,probPMXcrossover,release,reproduction,succession
recomb81_Dterm_Fhypr_3,2.034369,Threshold,0.23147362,96.17256,0.07586697,0.061996456,0.06072142,0.18798769,0.07145777,0.29552892,0.2551096,Roulette,Threshold,NoElitism
recomb81_Dterm_Fhypr_5,2.0180247,Threshold,0.11953428,155.74951,0.12529056,0.031802308,0.11034952,0.15232775,0.031964403,0.21945953,0.33260977,Tournament,Threshold,NoElitism
recomb81_Dterm_Fpalu_1,9.884996,Threshold,0.25953096,60.021034,0.07853785,0.13473433,0.12446734,0.25606513,0.049395848,0.25342524,0.11768942,Threshold,Tournament,NoElitism
recomb81_Dterm_Fpalu_3,5.1986485,Threshold,0.092974216,448.1616,0.103463635,0.011976617,0.22222744,0.30739194,0.30993336,0.016733197,0.011269509,Roulette,NonlinearRank,Elitism
recomb81_Dterm_Fpalu_4,8.878736,LinearRank,0.098847106,32.333645,0.28208274,0.082472265,0.043331623,0.23293644,0.10140024,0.23766139,0.031848215,Tournament,Tournament,NoElitism
recomb81_Dterm_Fpalu_5,9.85834,LinearRank,0.03846658,60.177334,0.04372201,0.085288875,0.07088109,0.2409387,0.12128318,0.24454577,0.19279963,Threshold,Tournament,NoElitism
recomb81_Dterm_Frand_1,1.9957656,Tournament,0.15001139,54.37488,0.1112417,0.017105887,0.09698473,0.1472505,0.098020874,0.23335265,0.29247472,NonlinearRank,Threshold,NoElitism
recomb81_Dterm_Frand_2,1.9862242,Threshold,0.021776062,109.0652,0.24821644,0.07051419,0.054525096,0.24475896,0.049300395,0.21205096,0.12267629,Threshold,Threshold,NoElitism
recomb81_Dterm_Frand_3,1.9958802,Tournament,0.062962525,327.78452,0.36384252,0.009237377,0.0029550896,0.18506156,0.09053283,0.34099355,0.015697217,Tournament,Threshold,NoElitism
recomb81_Dterm_Frand_4,1.9921426,LinearRank,0.22000265,254.03043,0.18132035,0.027611047,0.029124048,0.17591026,0.04886696,0.28931475,0.2566058,Threshold,Threshold,NoElitism
recomb81_Dterm_Frand_5,1.9846628,NonlinearRank,0.17208447,144.565,0.076818205,0.025666792,0.06530401,0.23820348,0.10620034,0.21310496,0.2678461,Tournament,Threshold,NoElitism
recomb81_Dterm_Fstrp_1,9.200623,Roulette,0.3145546,99.41587,0.05295898,0.07060984,0.06456868,0.34627917,0.28489557,0.016116178,0.15227908,Threshold,Tournament,NoElitism
recomb81_Dterm_Fstrp_2,2.2710624,LinearRank,0.2530545,101.58833,0.100594275,0.044551827,0.11035222,0.15224977,0.13630131,0.24284135,0.21347839,NonlinearRank,Threshold,NoElitism
recomb81_Dterm_Fstrp_3,2.522665,Threshold,0.31763563,93.48072,0.21248303,0.1282415,0.013748864,0.18348472,0.050515775,0.20370877,0.21535483,LinearRank,Threshold,NoElitism
recomb81_Dterm_Fstrp_5,2.2327733,Tournament,0.25424156,56.761044,0.09105652,0.0024254962,0.104360566,0.11240638,0.16488083,0.22659819,0.29187596,Tournament,Threshold,NoElitism
rou12,2.2698867,Roulette,0.38149533,499.47284,0.21627139,0.25222218,0.14703684,0.25871578,0.012248971,0.024058323,0.10021201,NonlinearRank,NonlinearRank,Elitism
rou15,9.681893,Threshold,0.023338005,92.807686,0.24341168,0.08364937,0.41684213,0.05417305,0.021429164,0.17445077,0.0003807232,Tournament,Tournament,NoElitism
rou20,8.79801,NonlinearRank,0.061132852,144.00371,0.13344117,0.049587965,0.0940471,0.31313822,0.08419386,0.0709875,0.24882123,Roulette,Threshold,NoElitism
scr12,5.025901,NonlinearRank,0.29486972,405.5022,0.22268327,0.014624725,0.13833305,0.16319637,0.014655483,0.3204099,0.15314338,LinearRank,Tournament,SteadyState
scr15,4.002084,LinearRank,0.1397747,172.99985,0.21563011,0.16970809,0.08889722,0.12794073,0.19554548,0.04929673,0.13022025,NonlinearRank,LinearRank,NoElitism
scr20,2.1130571,LinearRank,0.21957216,344.5081,0.33848575,0.07877054,0.13259196,0.26935774,0.020302424,0.16078585,0.024258517,Roulette,Threshold,NoElitism
sko100a,2.0085158,LinearRank,0.06865984,38.65262,0.31846762,0.0061459206,0.06863013,0.07398474,0.040125187,0.2067431,0.28654855,Threshold,Threshold,NoElitism
sko100b,1.9987282,NonlinearRank,0.38231573,491.69232,0.3009178,0.0656188,0.04015698,0.18072636,0.028765723,0.10537615,0.28246942,LinearRank,Threshold,NoElitism
sko100c,1.9911852,Roulette,0.3474803,475.99548,0.28487262,0.094795056,0.030036833,0.17894669,0.074135035,0.09899857,0.2376273,Threshold,Threshold,NoElitism
sko100d,1.9944764,Threshold,0.3521209,494.04877,0.330202,0.15237929,0.014275684,0.17335308,0.025715556,0.09351593,0.22053985,NonlinearRank,Threshold,NoElitism
sko100e,2.001639,Tournament,0.3122275,410.1053,0.27671263,0.0076674316,0.09497045,0.094484165,0.05280952,0.11532703,0.35411438,Tournament,Threshold,NoElitism
sko100f,2.0109258,Threshold,0.35754105,486.7103,0.30852103,0.042348336,0.071868464,0.15273747,0.07811054,0.11783077,0.2243769,Tournament,Threshold,NoElitism
sko42,2.2173243,Roulette,0.32263947,295.75058,0.26250327,0.08743793,0.006658133,0.19971655,0.03927479,0.21128881,0.21417636,Roulette,Threshold,NoElitism
sko56,2.1268826,Threshold,0.14203057,476.3348,0.19413394,0.06776273,0.058749124,0.17349844,0.10407703,0.06922054,0.3203306,NonlinearRank,Threshold,NoElitism
sko64,2.9287446,Roulette,0.35264185,241.85533,0.24704903,0.09441715,0.024367323,0.108947255,0.09839353,0.25862747,0.1795857,Tournament,Threshold,NoElitism
sko81,2.060856,Tournament,0.356584,467.23254,0.28954223,0.048514593,0.106324166,0.17502292,0.0656792,0.092265435,0.22216047,NonlinearRank,Threshold,NoElitism
sko90,2.0310144,LinearRank,0.34034267,114.333664,0.2707834,0.051424928,0.0062984657,0.18507913,0.037683,0.1100398,0.3421415,Tournament,Threshold,NoElitism
squares80_Ddrez_1,7.9526186,Tournament,0.02700646,21.379904,0.13153528,0.15963088,0.02264718,0.29394338,0.06931833,0.15136172,0.18617828,Tournament,Roulette,SteadyState
squares80_Ddrez_10,9.886829,Tournament,0.21601707,34.212814,0.0084944405,0.13839506,0.098306544,0.19832318,0.018569602,0.20913358,0.34057298,Tournament,Tournament,SteadyState
squares80_Ddrez_11,7.9997087,Threshold,0.023509543,32.63072,0.009213062,0.21031141,0.13328244,0.33772665,0.25992912,0.014050696,0.040468823,Tournament,Threshold,SteadyState
squares80_Ddrez_12,7.9886494,LinearRank,0.27400088,50.258457,0.032838613,0.07995297,0.06669836,0.22706866,0.19057092,0.12666537,0.255883,Threshold,Threshold,SteadyState
squares80_Ddrez_13,8.980014,LinearRank,0.023108395,89.072586,0.02867393,0.1657675,0.07722335,0.2695057,0.25033924,0.09550064,0.09918927,Tournament,Threshold,SteadyState
squares80_Ddrez_14,8.106407,Roulette,0.023820298,404.9636,0.16528895,0.31132805,0.14530896,0.3267796,0.020382231,0.009495895,0.050949078,Threshold,Threshold,SteadyState
squares80_Ddrez_15,9.021029,Roulette,0.21576852,59.547455,0.011685142,0.2479389,0.099132024,0.2083699,0.123629645,0.26204482,0.055479918,Tournament,Roulette,SteadyState
squares80_Ddrez_16,9.762605,Roulette,0.3332563,41.504578,0.029179161,0.044616327,0.039156724,0.19838029,0.22545639,0.22656064,0.22342323,Tournament,Roulette,SteadyState
squares80_Ddrez_17,8.76713,Tournament,0.14567961,37.081112,0.026082017,0.07341019,0.08732595,0.2593454,0.22067219,0.09408887,0.23367392,Threshold,Roulette,SteadyState
squares80_Ddrez_18,8.904555,Threshold,0.36813337,39.97558,0.16755724,0.22831148,0.0032275578,0.30071938,0.26457474,0.0045429245,0.036307987,Tournament,Threshold,SteadyState
squares80_Ddrez_2,6.0435786,Threshold,0.09895195,36.437073,0.16055843,0.26698244,0.03353817,0.2547969,0.010755207,0.21933776,0.07255634,Threshold,Tournament,SteadyState
squares80_Ddrez_20,2.4734063,NonlinearRank,0.037375525,426.1418,0.13396704,0.048609573,0.12670112,0.12135777,0.25475287,0.034792297,0.26162818,LinearRank,Threshold,NoElitism
squares80_Ddrez_21,9.893362,Tournament,0.05274059,26.614431,0.21199372,0.17501019,0.19949558,0.21318816,0.1569707,0.054854043,0.00035263444,Tournament,Tournament,NoElitism
squares80_Ddrez_22,9.788414,Tournament,0.28403038,100.86115,0.050983805,0.13906267,0.13174763,0.29061928,0.022935275,0.32744643,0.05254946,Tournament,Threshold,SteadyState
squares80_Ddrez_23,9.063255,Threshold,0.14224157,22.371923,0.24607421,0.15822853,0.21732895,0.15373413,0.12690258,0.05427133,0.050667193,Tournament,Tournament,SteadyState
squares80_Ddrez_24,8.779828,Tournament,0.35111743,32.695343,0.2181832,0.010355283,0.19470777,0.24002318,0.10705257,0.21976024,0.017032642,Threshold,Roulette,SteadyState
squares80_Ddrez_25,8.022481,Tournament,0.26919886,64.20333,0.074874,0.15603752,0.16044688,0.20847893,0.041657332,0.22109616,0.14802349,Threshold,Tournament,SteadyState
squares80_Ddrez_26,3.2734942,Threshold,0.13407895,156.22295,0.33056366,0.035079397,0.039467853,0.22814864,0.054493748,0.1982861,0.12845883,Threshold,Tournament,SteadyState
squares80_Ddrez_27,8.981042,Roulette,0.049673118,134.90118,0.08510315,0.08305664,0.0672752,0.31116793,0.29888803,0.104118764,0.020581773,Threshold,Threshold,SteadyState
squares80_Ddrez_28,9.848868,Tournament,0.3350281,61.206875,0.023535388,0.03843705,-6.321207e-05,0.30713317,0.26717123,0.350657,0.006826031,Threshold,Roulette,SteadyState
squares80_Ddrez_29,9.007161,Threshold,0.07375522,58.900665,0.24437667,0.14115603,0.2458196,0.19690502,0.13180491,0.024266772,0.027103527,Tournament,Roulette,SteadyState
squares80_Ddrez_3,8.785732,LinearRank,0.35231534,41.77159,0.16452962,0.041589797,0.13345462,0.21004343,0.116347715,0.14284043,0.21005063,Threshold,Tournament,SteadyState
squares80_Ddrez_4,5.2113853,Threshold,0.02324553,117.420166,0.23529063,0.28195038,0.13790657,0.105460756,0.16825624,0.05646177,0.01394709,Tournament,Tournament,SteadyState
squares80_Ddrez_5,7.9531345,Tournament,0.36544776,75.0887,0.17626083,0.08493492,0.13164929,0.22203894,0.10075336,0.06774926,0.22077651,Tournament,Tournament,SteadyState
squares80_Ddrez_6,7.887092,Tournament,0.33312547,31.726454,0.21398388,0.10139884,0.21770203,0.12083103,0.17776564,0.055429805,0.09222271,Tournament,Roulette,SteadyState
squares80_Ddrez_7,8.935595,NonlinearRank,0.020601252,29.371117,0.2365304,0.16359124,0.2240372,0.18900743,0.13293648,0.049888395,0.010833625,Tournament,Tournament,SteadyState
squares80_Ddrez_8,5.107608,LinearRank,0.053691,495.5739,0.012947133,0.25139153,0.02260849,0.28521374,0.011991083,0.32720533,0.0993225,NonlinearRank,Tournament,SteadyState
squares80_Ddrez_9,7.0117664,Tournament,0.37920612,30.400549,0.18596026,0.07158564,0.15723692,0.20879585,0.11199182,0.04516322,0.2197384,Threshold,Tournament,NoElitism
squares81_Dhyper_1,8.931369,Tournament,0.37170532,223.88626,0.075639546,0.20307907,0.07430558,0.11855553,0.16923374,0.05772122,0.29598427,Tournament,Tournament,SteadyState
squares81_Dhyper_10,9.771802,Threshold,0.3074451,338.5899,0.15099241,0.082196936,0.02509128,0.2711316,0.28940603,0.114373855,0.050655786,NonlinearRank,Tournament,SteadyState
squares81_Dhyper_11,9.836406,Threshold,0.07558225,53.843765,0.17786431,0.08696402,0.15383226,0.1339569,0.16327722,0.2207878,0.063802406,Threshold,Tournament,SteadyState
squares81_Dhyper_12,7.0160556,NonlinearRank,0.37154537,71.23429,0.0016866825,0.22875369,0.15502445,0.33644724,0.100501455,0.18896957,0.009956449,Tournament,Threshold,SteadyState
squares81_Dhyper_13,2.4213085,NonlinearRank,0.29430315,240.74237,0.34885657,-0.0011508699,0.0586616,0.11764399,0.042638045,0.099867426,0.34743878,Threshold,Threshold,NoElitism
squares81_Dhyper_14,9.799671,LinearRank,0.20082763,45.242958,0.043366197,0.29932213,0.14716454,0.24155682,0.07052623,0.12934622,0.059427693,Tournament,Roulette,SteadyState
squares81_Dhyper_15,6.040522,Threshold,0.36935797,32.822662,0.06561112,0.08942412,0.1711776,0.22786056,0.13133934,0.07487458,0.23197974,Threshold,Threshold,SteadyState
squares81_Dhyper_16,8.890192,LinearRank,0.108566925,114.03613,0.12859164,0.015536002,0.11045797,0.2061997,0.13793252,0.1723654,0.23319688,Threshold,Tournament,SteadyState
squares81_Dhyper_17,6.263285,Threshold,0.34547073,116.45742,0.028584126,0.22957408,0.12546222,0.22676635,0.06459227,0.17231074,0.15092812,Tournament,Threshold,SteadyState
squares81_Dhyper_18,9.837506,Threshold,0.15094267,38.239174,0.0030948212,0.32954127,0.02810503,0.2790887,0.026914988,0.30789337,0.042628724,Threshold,Threshold,SteadyState
squares81_Dhyper_19,9.782561,LinearRank,0.21195686,77.49989,0.102469794,0.24337536,0.06802227,0.19437009,0.09845521,0.25604635,0.039829608,Threshold,Roulette,SteadyState
squares81_Dhyper_2,3.2625885,Tournament,0.19134574,475.3692,0.1043442,0.09686322,0.13208643,0.0590407,0.2177013,0.054101005,0.31361642,Threshold,Threshold,NoElitism
squares81_Dhyper_20,9.00962,Tournament,0.24995998,33.442017,0.017213013,0.12515159,0.368377,0.4099517,0.03848948,0.056254186,0.05624174,Threshold,Threshold,SteadyState
squares81_Dhyper_21,8.987151,Tournament,0.15857539,94.95663,0.054289937,0.03898993,0.06716845,0.28689596,0.13718264,0.34058982,0.060778625,Threshold,Threshold,SteadyState
squares81_Dhyper_22,6.0710635,Roulette,0.115050204,86.99308,0.04853493,0.09766995,0.07815834,0.24531543,0.17106918,0.19623277,0.15045674,Threshold,Threshold,SteadyState
squares81_Dhyper_23,9.883499,Roulette,0.0815001,61.69496,0.03628849,0.056527775,0.108635925,0.22472945,0.18553667,0.25910252,0.11387378,Tournament,Threshold,SteadyState
squares81_Dhyper_24,6.9881477,Tournament,0.30958992,82.36309,0.048787095,0.10435947,0.07822517,0.31984377,0.034005243,0.3632677,0.049909525,Tournament,Threshold,SteadyState
squares81_Dhyper_25,9.79744,LinearRank,0.23480695,25.282562,0.08543745,0.2743176,0.0010215528,0.22614251,0.08711822,0.23484218,0.097620465,Threshold,Roulette,SteadyState
squares81_Dhyper_26,2.618531,NonlinearRank,0.05740862,432.00772,0.2043171,0.06427273,0.007313361,0.28575554,0.11497857,0.035326347,0.28737307,NonlinearRank,Threshold,NoElitism
squares81_Dhyper_27,7.1759343,Threshold,0.119734876,83.09924,0.039642334,0.105483815,0.08825977,0.21557915,0.1643572,0.22685048,0.14912991,Tournament,Roulette,SteadyState
squares81_Dhyper_28,9.729878,Tournament,0.31498578,64.34938,0.047012426,0.09263148,0.12611307,0.2192443,0.05684634,0.26110387,0.20924683,Threshold,Tournament,SteadyState
squares81_Dhyper_29,9.013251,Threshold,0.35502967,208.74721,0.10604369,0.02291853,0.066387735,0.43733987,0.032821964,0.35205802,0.03285735,Tournament,Tournament,SteadyState
squares81_Dhyper_3,9.674417,LinearRank,0.13494526,456.79944,0.12458134,0.16828097,0.037096765,0.25482452,0.21195617,0.07988688,0.105098955,LinearRank,Tournament,NoElitism
squares81_Dhyper_30,9.932427,Roulette,0.03404874,108.69772,0.028979853,0.107873835,0.005988094,0.43580136,0.40017936,0.012624973,0.010852875,Tournament,Threshold,SteadyState
squares81_Dhyper_4,4.4273367,LinearRank,0.08563554,492.6206,0.26088294,0.054025393,0.0037661532,0.06482176,0.08933693,0.19689994,0.33594254,Threshold,Threshold,NoElitism
squares81_Dhyper_5,8.865051,Tournament,0.14924756,128.84492,0.06516673,0.086594775,0.23415141,0.23690608,0.04103577,0.100400865,0.24333598,Roulette,Tournament,SteadyState
squares81_Dhyper_6,4.0116224,Roulette,0.3279272,402.00696,0.33272246,0.021870086,0.052224472,0.12231141,0.011109666,0.1560003,0.31509155,Tournament,Threshold,NoElitism
squares81_Dhyper_7,8.827881,LinearRank,0.022626169,32.825848,0.019494496,0.08353339,0.015129182,0.30829975,0.22616056,0.12228923,0.21976672,Tournament,Threshold,SteadyState
squares81_Dhyper_8,2.3105433,Threshold,0.27686307,103.479706,0.09443876,0.010639307,0.021782337,0.3408357,0.07206406,0.07793526,0.38646966,Threshold,Threshold,NoElitism
squares81_Dhyper_9,2.358941,LinearRank,0.336994,374.83624,0.29575694,0.088803895,0.013368588,0.11911468,0.16883674,0.08854654,0.22351444,Threshold,Threshold,NoElitism
ste36a,2.1449099,Roulette,0.26243642,369.2502,0.2747051,0.07066768,0.01777361,0.23946142,0.049479507,0.14455709,0.23310041,Roulette,Threshold,NoElitism
ste36b,4.9780307,NonlinearRank,0.3717011,453.91345,0.26515484,0.025396442,0.12935127,0.038826052,0.23407087,0.0820044,0.22361794,LinearRank,Threshold,NoElitism
ste36c,3.918788,Tournament,0.3382111,475.31458,0.20654565,0.22802463,0.044505354,0.057192285,0.18937929,0.023162298,0.22645809,NonlinearRank,Threshold,NoElitism
stf100ep1,9.011701,NonlinearRank,0.30399284,126.248,0.017847639,0.09633088,0.03149655,0.20343566,0.3199617,0.08822041,0.21994308,Tournament,Threshold,SteadyState
stf100ep2,6.933429,Tournament,0.369363,66.365,0.12916441,0.017148128,0.15020496,0.23954174,0.13874005,0.087191015,0.23895647,Tournament,Tournament,NoElitism
stf100ep3,9.725246,Roulette,0.19332887,113.54459,0.09247646,0.21468703,0.09198279,0.30354974,0.18258262,0.015707828,0.0758972,Tournament,Tournament,SteadyState
stf100ep4,7.894435,NonlinearRank,0.05014925,64.1625,0.22898458,0.18984258,0.056645773,0.12606125,0.19802997,0.07764796,0.10713009,Threshold,Tournament,NoElitism
stf100ep5,9.828054,Roulette,0.023713103,89.902954,0.008660201,0.20187676,0.18484169,0.30835873,0.17521454,0.052128233,0.07113804,Tournament,Threshold,SteadyState
stf100er1,9.75295,NonlinearRank,0.3121409,109.35678,0.1813332,0.040596128,0.23364013,0.17071052,0.009145965,0.22071272,0.16537656,Threshold,Tournament,SteadyState
stf100er2,2.3269985,Threshold,0.36087015,497.9636,0.26810554,0.14345495,0.00041875173,0.13498548,0.08913313,0.11456906,0.25549892,NonlinearRank,Threshold,NoElitism
stf100er3,8.923614,Tournament,0.37157497,211.68451,0.07641115,0.19471751,0.0832018,0.1088484,0.167166,0.07299519,0.28943038,Tournament,Tournament,SteadyState
stf100er4,9.79421,Roulette,0.28738034,352.13986,0.051616736,0.04354384,0.20145243,0.28662905,0.3286086,-0.00019484549,0.06801786,Threshold,Tournament,SteadyState
stf100er5,8.899534,Threshold,0.21763861,48.691708,0.11498508,0.06404402,0.23703602,0.2345113,0.14067458,0.0018343173,0.21587296,Tournament,Tournament,NoElitism
stf100es1,3.1077926,Roulette,0.2012805,160.02051,0.2513525,0.08659816,0.050149538,0.2279078,0.104121335,0.102137834,0.18212257,NonlinearRank,Threshold,NoElitism
stf100es2,7.0043964,Threshold,0.04170419,74.11226,0.1634507,0.022838362,0.21121591,0.1368542,0.05324985,0.17375346,0.25312796,LinearRank,Tournament,SteadyState
stf100es4,7.107131,LinearRank,0.38605458,199.797,0.036966503,0.29786405,0.020803204,0.17807634,0.20651093,0.16983731,0.07745123,Tournament,Threshold,SteadyState
stf100es5,4.083538,NonlinearRank,0.20366858,207.67468,0.2786068,0.073126614,0.006591423,0.26865026,0.121861875,0.08238562,0.1734356,Threshold,Threshold,NoElitism
stf100mp1,7.9406524,NonlinearRank,0.019686682,25.960257,0.25156072,0.16292818,0.22551134,0.19033712,0.1356038,0.011456784,0.0275298,Tournament,Tournament,NoElitism
stf100mp2,7.9211617,Threshold,0.25312635,70.12856,0.15491498,0.19167556,0.17439072,0.26623365,0.1354564,0.06648552,0.014088299,Tournament,Tournament,NoElitism
stf100mp3,6.0866604,LinearRank,0.0817051,73.282104,0.026448974,0.25719258,0.06623422,0.3974747,0.028868746,0.14327897,0.11232065,Threshold,Tournament,SteadyState
stf100mp4,6.9928975,Threshold,0.23712283,100.92058,0.20799072,0.0938696,0.07669102,0.26453722,0.159053,0.044414155,0.14242865,NonlinearRank,Tournament,SteadyState
stf100mp5,7.0122457,LinearRank,0.21299477,44.736214,0.06928378,0.062104516,0.24056344,0.29077953,0.025796374,0.007433728,0.32066527,Tournament,Tournament,NoElitism
stf100mr1,2.1161344,Roulette,0.2369183,424.7273,0.24114795,0.08344361,0.16629103,0.15388708,0.10045899,0.0412962,0.20730732,Tournament,Threshold,NoElitism
stf100mr2,2.9574113,Threshold,0.36183897,482.91287,0.28644794,0.119216196,0.055891056,0.1705193,0.062227655,0.09686694,0.21013623,Tournament,Threshold,NoElitism
stf100mr3,4.0296783,LinearRank,0.23964863,126.47211,0.09361175,0.08709784,0.11587592,0.13317284,0.09177373,0.22234584,0.25658163,LinearRank,Threshold,NoElitism
stf100mr5,3.0534997,LinearRank,0.22213045,53.06227,0.29949245,0.025004568,0.06120892,0.17100146,0.2553261,0.012451852,0.15672415,Threshold,Threshold,NoElitism
stf100ms2,9.811927,Threshold,0.05710618,25.262547,0.14185022,0.14464402,0.11492643,0.25879276,0.15704738,0.18953791,0.0009338314,Tournament,Tournament,SteadyState
stf100ms3,2.1891608,LinearRank,0.36154875,496.58713,0.24072874,0.0979313,0.073200025,0.19181353,0.07377785,0.09496693,0.22758193,LinearRank,Threshold,NoElitism
stf100ms4,6.093835,LinearRank,0.17627808,51.67877,0.1582001,0.13089205,0.03898007,0.16322738,0.19313864,0.0071636573,0.29785836,Threshold,Tournament,SteadyState
stf100ms5,7.0721393,Tournament,0.3110203,53.869083,0.031652916,0.16121103,0.09978884,0.42292985,0.071772575,0.22224927,0.03825122,Tournament,Tournament,SteadyState
stf120ep3,5.327157,LinearRank,0.33992916,486.97037,0.12277093,0.22519664,0.16154525,0.073261134,0.18727858,0.19653341,0.02520438,Threshold,Tournament,NoElitism
stf120ep4,9.763804,Tournament,0.07619134,37.974483,0.20316648,0.084050454,0.16121171,0.12793061,0.119514205,0.22381952,0.08577944,Threshold,Tournament,NoElitism
stf120ep5,7.9628634,NonlinearRank,0.3098984,69.73205,0.0051503535,0.1168444,0.033855632,0.24944347,0.3090386,0.059361707,0.21005392,Tournament,Threshold,SteadyState
stf120er2,8.897635,NonlinearRank,0.39269707,402.59464,0.18760645,0.22988118,0.12735091,0.13890359,0.031394023,0.18063797,0.11124094,Threshold,Tournament,NoElitism
stf120er3,8.901405,Tournament,0.39026576,71.38463,0.18669324,0.07876835,0.06863471,0.15075696,0.205201,0.12904897,0.17210868,Threshold,Tournament,NoElitism
stf120er4,6.9281845,LinearRank,0.36625332,389.5659,0.22567879,0.013922768,0.24702778,0.12532584,0.04339838,0.28456286,0.089230105,Threshold,Tournament,SteadyState
stf120er5,6.9744353,LinearRank,0.027620768,57.747707,0.21567076,0.17239356,0.10106049,0.19233005,0.06514902,0.14714693,0.11538465,Threshold,Tournament,NoElitism
stf120es1,6.9878383,Threshold,0.039611746,66.06815,0.090223156,0.0010982014,0.19487709,0.19969773,0.039724704,0.22059375,0.27072415,Threshold,Tournament,SteadyState
stf120es2,9.613976,NonlinearRank,0.3392162,104.3707,0.028085086,0.06770289,0.01741375,0.37776545,0.027653288,0.347523,0.18301883,Threshold,Threshold,SteadyState
stf120es3,7.963085,LinearRank,0.39578113,68.30087,0.15854985,0.07125192,0.24483804,0.18748868,0.09964974,0.10009253,0.13965447,Tournament,Tournament,NoElitism
stf120es4,7.055351,Tournament,0.25107124,334.32806,0.040151484,0.21866241,0.006867878,0.36717167,0.07503605,0.025532877,0.28825143,Roulette,Tournament,SteadyState
stf120es5,8.020962,Threshold,0.38097548,104.7558,0.16338734,0.061462834,0.1355103,0.23685873,0.11421038,0.062514886,0.23277421,Threshold,Tournament,SteadyState
stf120mp1,8.990316,Threshold,0.22588716,50.539463,0.2083419,0.096026726,0.18582712,0.16497493,0.013923488,0.31188712,0.04862456,Tournament,Tournament,SteadyState
stf120mp2,9.850407,Roulette,0.08006831,76.67122,0.19718401,0.15620944,0.07557988,0.17140143,0.2156688,0.1022133,0.056130953,Tournament,Tournament,SteadyState
stf120mp3,8.058125,NonlinearRank,0.20202613,22.397785,0.17644034,0.073198356,0.00084113225,0.39952046,0.260663,0.0029609692,0.11227482,Tournament,Tournament,SteadyState
stf120mp4,7.94924,Tournament,0.26779306,52.01502,0.070758015,0.14408822,0.15689242,0.20798624,0.04118737,0.21496326,0.18567276,Threshold,Tournament,SteadyState
stf120mp5,6.901731,LinearRank,0.07952518,65.973816,0.23673631,0.04759148,0.071673475,0.23522781,0.19654116,0.012977502,0.21067995,Threshold,Tournament,NoElitism
stf120mr1,2.2159162,Tournament,0.34500957,475.10327,0.23939617,0.12859355,0.10543902,0.12562151,0.11498515,0.067658335,0.20215534,NonlinearRank,Threshold,NoElitism
stf120mr2,2.3111148,Roulette,0.31290552,466.47168,0.27351055,0.14814071,0.048723754,0.13931127,0.08208179,0.08874469,0.21546593,NonlinearRank,Threshold,NoElitism
stf120mr3,5.9108286,Tournament,0.06268963,47.39101,0.20185861,0.18245417,0.19047704,0.23067194,0.008686708,0.11304277,0.089194566,Threshold,Tournament,NoElitism
stf120mr4,2.2135932,Roulette,0.34302282,493.03537,0.24787296,0.105652496,0.111115165,0.14086488,0.12854001,0.038702264,0.2186834,Threshold,Threshold,NoElitism
stf120mr5,3.2445362,Roulette,0.019990632,137.4367,0.24800143,0.03374391,0.03167388,0.24733762,0.07651099,0.106652856,0.26232222,Tournament,Threshold,NoElitism
stf120ms1,7.9918885,LinearRank,0.34798104,321.2065,0.1531989,0.11737785,0.03821326,0.21606824,0.10033765,0.28368425,0.11291111,Tournament,Tournament,SteadyState
stf120ms2,9.854458,LinearRank,0.24238375,78.65912,0.16221699,0.13903102,0.14425631,0.22271371,0.0384409,0.13419661,0.17269476,Tournament,Tournament,SteadyState
stf120ms4,9.857738,Roulette,0.042435974,48.302586,0.051671237,0.060793206,0.2842877,0.22057071,0.23786576,0.13693382,0.0070177387,Threshold,Threshold,SteadyState
stf120ms5,9.884124,Tournament,0.25800392,95.70119,0.045823086,0.2730279,0.023711339,0.26548204,0.1573391,0.06838597,0.16470456,Threshold,Tournament,SteadyState
stf60ep1,6.819478,Roulette,0.11133259,97.93046,0.043630265,0.117307395,0.08350696,0.19709645,0.19433865,0.20876148,0.14706029,Tournament,Tournament,SteadyState
stf60ep2,9.749731,Roulette,0.1539833,174.3653,0.12355031,0.17211188,0.15285665,0.12304943,0.15208071,0.16003373,0.11260099,NonlinearRank,Tournament,SteadyState
stf60ep3,2.3298001,Threshold,0.035984743,379.14377,0.35292488,0.0114933085,0.15610932,0.2324443,0.11615595,0.0020596287,0.14498574,NonlinearRank,Threshold,NoElitism
stf60ep4,2.1347132,NonlinearRank,0.39739004,257.68164,0.24326782,0.18844141,0.10348477,0.11000674,0.17906606,0.037876546,0.12600924,NonlinearRank,Threshold,NoElitism
stf60ep5,2.1544166,LinearRank,0.37092882,314.5355,0.2693656,0.10355418,0.09001293,0.14371902,0.13196446,0.075584315,0.18560454,Tournament,Threshold,NoElitism
stf60er1,2.328648,Tournament,0.34392416,428.377,0.33980554,0.07675582,0.10579147,0.05844169,0.20683427,0.09204664,0.09681427,Tournament,Threshold,NoElitism
stf60er2,4.9782014,LinearRank,0.11010916,49.939777,0.068046056,0.10351125,0.038675286,0.2750762,0.17662665,0.2010357,0.1397754,Threshold,Threshold,SteadyState
stf60er3,3.165745,NonlinearRank,0.36279964,448.60318,0.2268655,0.19779824,0.05619298,0.052222937,0.18792185,0.02543501,0.23270334,Threshold,Threshold,NoElitism
